	clean_tweet	class
5531	 okay get bitch dick anyway thank tip	1
5532	 give fli fuck think tweet worthless teabagg scum 	1
5533	 mutual lil yellow bone # 	2
5534	 that youz yellow bone # # 	2
5535	 cuz know play witchu aint call yo mama bitch say yo brother ugli af 	1
5536	 smh iont understand fuck hoe # # 	1
5537	 fuck em take joke liber pussi think joke sarah palin amp daughter funni 	1
5538	 absolut agre statement amus angri make teabagg scumbag alon worth 	1
5539	 tonight gonna hoe tomorrow	1
5540	 bitch # 	1
5541	 happi birthday queer	0
5542	 color contact	2
5543	 lmaoooo call hoe mad shutcho uglass	1
5544	 sick bitch 	1
5545	 im trash ur trash sinc bae	2
5546	 alright bitch hope someon delet life suck  dick get hit  buse	1
5547	 nah repli like liter everyon els call trash go check believ	2
5548	 oh draft gay ass come tv well u welcom redskin nation queer lot nigger 	0
5549	 pat owner kike 	0
5550	 pill nig last  year like magic j nig hav die year ago first team draft gay 	0
5551	 hoe	1
5552	 yea spell check bitch let stay topic	1
5553	 lol work well black folk past better bring cracker um 	1
5554	   nigga hoe suck wayan brother funni jami foxx number 	0
5555	 el negro 	2
5556	 yeah way block fag scare go hit girl tough make tough enough know beat 	1
5557	 fuck queer faggot bitch	0
5558	 bitch wtf said christoph chri mf	1
5559	 pig bird	2
5560	 beat pussi	1
5561	 go sleep bitch	1
5562	 lmao wish bitch	1
5563	 ate wee browni see random cat	2
5564	 lmao know kitti master hate bitch	1
5565	 let say hellen keller make better browni	2
5566	 # # salut bad bitch	1
5567	 wtf bitch seen without	1
5568	 cum thru bitch	1
5569	 fuck bitch	1
5570	 fuck bitch	1
5571	 want let everyon know download whole acoust justin bieber album #fag	1
5572	 good pussi	1
5573	 lie bitch	1
5574	 niggah 	1
5575	 ununnnn plan text niggah 	1
5576	 yassss bitch 	1
5577	 spit sprite niggah yo smart ass mouth deserv amp well stfu lo	1
5578	 boy need pussi damn # 	1
5579	 still blame bush fuck retard	1
5580	 ya go wetback eat 	0
5581	 lil nig # 	1
5582	 lie sack shit know love #lesbian #jk #jkbridgeturstraight #fag	1
5583	 lol fag	1
5584	 ur pal threat apost kufar gt cld cut ur neck w sword islam amp watch u squeal like bitch like daniel pearl 	0
5585	 sole reason come chipotl incas know keep good work babe	2
5586	 cowboy killer # 	2
5587	 trash	2
5588	 nah clowney bitch nigga	1
5589	 lol crew actual hoe	1
5590	 get famou buyin yo art bitch dat shit da crib	1
5591	 kenna stfu quit bein bitch tellin robbi stop god 	1
5592	 bitch 	1
5593	 origin faggot # # 	1
5594	 bitch repli # 	1
5595	 ye everi guy bitch today lol smh	1
5596	 gonna find redneck girl one day # # 	1
5597	 faggot	1
5598	 today talk like pirat day absolut nobodi knew id charli morton imperson day 	2
5599	 call white trash money 	0
5600	 ud still fag lolz	0
5601	 ur fag	0
5602	 #teabagger babel fuck masturb hate gay r success 	1
5603	 alway put ginger red yellow leopard print 	1
5604	 omg ur final lose ur patienc caus ur hoe love # # stop laugh 	1
5605	 steak either hurri browni pictur u post made drool phone 	2
5606	 white woman pussi	1
5607	 posit thought nig nog # 	1
5608	 lmao dog type let faggot tri deciph 	1
5609	 oh state enjoy trailer trash sub par sport 	2
5610	 pleas littl depress bitch entir time	1
5611	 hoe look good	1
5612	 seen hoe	1
5613	 yea tj hoe dunk everyth tk hit shot juelz handl bitch	1
5614	 gemini rule hoe # 	1
5615	 atf charg prosecut case #teabagger republican confirm director lead agenc 	1
5616	 sinc hoser hi 	2
5617	 hope larger bird 	2
5618	 bitch kill vibe	1
5619	 yeah cum itch slit babi cake	1
5620	 fuck nigger	0
5621	 hbic head bitch charg lo	1
5622	 like new avi twitter retard show cub hat stalk profil show new one	0
5623	 bitch ihi	1
5624	 cooki sound wonder 	2
5625	 follow love bill may bitch never quit 	1
5626	 long name chang al memorabilia w redskin name deem racist therbi illeg 	2
5627	 lol get yellow bleach stain use bake soda hydrogen peroxid past stain throw washer	2
5628	 come bitch boy 	1
5629	 dream littl leprechaun hemroid	1
5630	 mean trash 	2
5631	 bitch nake 	1
5632	 overrun mongrel zog jew run countri want white man perish 	0
5633	 lmaooooo epic bird win 	2
5634	 fli portug amp open whoopass sinc start zoom still run bitch 	1
5635	 wow faggot	1
5636	 # nah bitch u addict spazzin fasho fuc molli tht shit happend  time lean scarc stfu hoe ass go spazz sum thot	1
5637	 # # # # sinc day  u rememb tha bitch alabama lmfaoo #big	1
5638	 # # # # # u kno im talkin bout bitch lmfao	1
5639	 haha bitch ima draw webb bullet round yo fuggin forehead #beamthat bitch know resid	0
5640	 nah said fag	0
5641	 u smokin  bitch	1
5642	 yea cuh bitch fuc donald sterl cuhz pimpin tho	1
5643	 dm number hoe	1
5644	 work bitch 	1
5645	 charli z realli need mental help check 	2
5646	 danni deep deep water  mani badass son bitch	1
5647	 nobodi ever gonna take ass clown seriou lil bitch	1
5648	 say shit like lil nig give # stamp	1
5649	 board still tie dye one monkey edit black silver newest one	2
5650	 aint bitch im talkin bout # # # aint jungl fever lol	1
5651	 bitch nigga dont get hurt	1
5652	 aye aye snow niqqa amp amp bitch slide crib	1
5653	 got bitch snowboard # # # # # # 	1
5654	 ahah chill bitch look better # # # # # 	1
5655	 sorri dyslexia bitch	1
5656	 oh phone trash knew 	2
5657	 # bitch	1
5658	 god send retard	1
5659	 pussi	1
5660	 drunk bitch	1
5661	 took uber yesterday advertis  lt ny taxi actual yellow taxi price #uber	2
5662	 bout time bitch	1
5663	 matter im proud ur littl ass im n old southern bitch hang n babi 	1
5664	 # wexica	2
5665	 blame hoe innoc # 	1
5666	 music suggest lil spook 	2
5667	 yo bitch stay lookin like clow	1
5668	 peopl gotta bitch someth 	1
5669	 yall stfu pussi shit	1
5670	 thirsti hoe # 	1
5671	 nigga # # know damn well coo	0
5672	 dyke ron # # # 	1
5673	 dude took run like bitch 	1
5674	 nig ok big time shit talker twitter name face info	1
5675	 heard green tea make lose weight imma coon explain watermelo	2
5676	 facetim dom bitch ass	1
5677	 bumcia trash smfh would thought would gone khan said make sens	2
5678	 guess player talk trash 	2
5679	 fuck ye # tripl xp nigguh	1
5680	 sure broke nig # 	1
5681	 lay rock around lake welcom join redneck workout #muscles # # 	2
5682	 caus damn border bunni forget alreadi 	1
5683	 might havti give visit cunt go famili im done 	1
5684	 retard cousin lmao 	1
5685	 spell faggot e cool lo	0
5686	 bitch shut fuck follow u say nigga	1
5687	 u fuck still talk bitch wanna see give fuck ugli ass girlfriend	1
5688	 bitch fuck u wanna nigga stfu talk someth	1
5689	 cute fuzzi one heheh 	2
5690	  charcoal pre own sole wear scuff size   cherri  ds size  	2
5691	 trash	2
5692	 text yea queer bait # 	1
5693	 bumblebe 	2
5694	 stand btw yellow line	2
5695	 chill dad get bitch school griff	1
5696	 pussi	1
5697	 small pussi size plug	1
5698	 monkey poor bottl 	2
5699	 u guy fag 	0
5700	 caus everyon love yo bitch ass rite yea sure 	1
5701	 fuck yanke	1
5702	 u ju clutch ass spot bitch turn # # # 	1
5703	 bitch yessssssss # # omg ju saw one em yesterday disbelief rode like oh court bro lost	1
5704	 black girl funni talk liter pathet dick ride die hard fan rofl disgust retard 	1
5705	 bye ugli hoe pleas someth nasti hors hair weav 	1
5706	 real seriou ct bunch whiney cunt 	1
5707	 bitch caus polic show forc thing prevent get turn road kill #ishutdow	1
5708	 crystal probabl person world interest poor black hillbilli jamaica poor white hillbilli wv idea	2
5709	 sound like bout smack hoe	1
5710	 nigga proud  bitch    go get weed car	1
5711	 #icanhashtaghoweveriwant #bitch	1
5712	 drive illeg retard	1
5713	 subtweet sister hoe	1
5714	 cuz ur bird bitch	1
5715	 fuck yo bitch ass	1
5716	 nigger music	0
5717	 well first class bitch go bitch life bitch	1
5718	 ok stupid bitch	1
5719	 racist texa trash gwbush came wh numb rememb republican stole electio	2
5720	 racist tx trash comparison betwn pre obama n gwbush rt poll show support  	2
5721	 charli pleas stop  ole fart  anoth 	2
5722	 charli im old ladi ever say ugli thing ur children mom get ju dont big hug	2
5723	 chug tall homegirl approv lo	2
5724	 hoe good 	1
5725	 bitch im waitin chicken nugget	1
5726	 lol trash would kept cute	2
5727	 # # # tri bit bottom lip like snack bitch	1
5728	 bitch look like fuck white trash trailer park queen lookin man bear pig 	0
5729	 bad former psyqo nigger like anim	1
5730	 wigg love bitch # 	1
5731	 camel ostrich zebra see race #vccamelraces	2
5732	 pussi 	1
5733	 want love gook awesom get 	2
5734	 amus mean make cri like bitch yeah agre 	1
5735	 agre fat bitch girl left gettin pass around	1
5736	 tryna b low one day bitch gonna realiz nigga talk l # 	1
5737	 dude bitch nigga took run	1
5738	 haha shock barca got yellow card time	2
5739	 walk amp  littl bird pitch doorstep sing sweet song melodi pure amp true say 	2
5740	 like hov said ghetto b lo	1
5741	 # # # # nigga duggi dem dead hoe lo	1
5742	 get orang hoe	1
5743	 hmu negro	2
5744	 cute love yellow raincoat contrast amp hair look cute p love face icon 	2
5745	 bruh u pussi ta	1
5746	 ho ho ho 	2
5747	 bitch	1
5748	 ill slap hoe	1
5749	 america today rule thumb doubt blame whitey 	0
5750	 peep bitch	1
5751	 let guess yellow cake crap differ presid	2
5752	 bitch everyth 	1
5753	 bitch 	1
5754	 throw faggot word smh smh smh	0
5755	 ur tool post vid dude pace especi u pussi film face 	1
5756	 bitch 	1
5757	 see ya ass never need go tryna go ape shit # 	1
5758	 yeah great song watch msg concert  yanke stadium gig 	2
5759	 wld u wanna faggot dude faggot like	1
5760	 thought fuck birth defect made nip heart shape lmao 	1
5761	 right rule nfl strike polici drug josh gordon retard	1
5762	 bet trash ass self petti	1
5763	 bet pay back bitch	1
5764	 yasss bitch yasss wonder penni pass # 	1
5765	 tire bitch # 	1
5766	 your racist white peopl whigger anti racist codeword anti white anti zionist codeword antisemit 	0
5767	 bitch lol cute tho wassup gimmi yo numba # imma natur lmfaoo	1
5768	 he behind plate game tonight az im look buy red amp yellow balkamania shirt tear 	2
5769	 hold fuck bitch	1
5770	 hell pussi print page 	1
5771	 oh still talk bitch bet none biz tho	1
5772	 like u bitch wantttt dmx voic # # # 	1
5773	 bitch back shit fuck nigga	1
5774	 bitch gonna shut shit feel free join	1
5775	 nigga beat ass bitch never even fought u need stop make shit bring yo ass	1
5776	 wow like   fight peopl high school bitch unfollow fuck nigga	1
5777	 bitch u come schoo	1
5778	 sup nigga cracker home boy ya know blah forget hey ya 	1
5779	 ever heard stori bird bee	2
5780	 # # # # bad bitch w dread alert	1
5781	 sure follow fabul bitch face	1
5782	 girl want hold hoe act like show boyfriend	1
5783	 mayb bayle ann tater pud nurs fester charli chainsaw amp mama rot team next time punishermax	2
5784	 thank base pee slit	2
5785	 ya pussi let go whee	1
5786	 niggah shit seriou aint one laugh	1
5787	 fuck right pussi guy	1
5788	 never game obsess angri bird took long cc scare lo	2
5789	 idk trash though 	2
5790	 far tell coon track cab door window tractor park tree away home	2
5791	 fuck dont let nobodi hit pussi either know firm	1
5792	 given ricketi slant roof say like pizza shanti	2
5793	 yess bitch cut color curl ha self 	1
5794	 could say thing woman two function chest tabl hold peanut butter cracker 	2
5795	 knee let wander around much make trip look fat girl redneck porn wal mart	1
5796	 bitch 	1
5797	 twitter shit plu your femal let dumb sloppi bodi ignor bitch speak k peopl	1
5798	 # retard fuck gener # insult # hope fall aw csgo scene grow idk 	1
5799	 go full retard right smh	1
5800	 also need cunt act like someth special unprovok 	1
5801	 hoe	1
5802	 weird local ghetto school haha	2
5803	 pussi also beer free pizza swear	1
5804	 fuck retard 	1
5805	 ur fag 	1
5806	 pussi scienc donair via rachel spell error	2
5807	 forgot someon niglet	1
5808	 fuck faggot	0
5809	 fat irish fuck cunt honestli hope choke death pool jameson induc vomit	1
5810	 love hoe	1
5811	 stick fam disrespect pouch nigguh awe ili 	1
5812	 see jig	2
5813	 take trash separ recycl	2
5814	 ye retard 	0
5815	 human realli need get past whole slow stare scene accid ape mental 	2
5816	 bad bitch intimid word 	1
5817	 phone doin da pussi right lo	1
5818	 lmao mark guy left get pussi	1
5819	 ye could leav fag	1
5820	 hahahaha aw nut tri captur cunt	1
5821	 mani fuckin fag even get shouldnt allow wallet whilst influenc haha	0
5822	 shannonmacleod want pussi nd dini mean cat	1
5823	 hay pussi cat # # # # 	1
5824	 pussi fight # 	1
5825	 shake head love trash talk 	2
5826	 like emili littl twat	1
5827	 fuckin call venu cancel lost ticket reprint new one dumb bitch	1
5828	 drug buddi pussi money bitch weed	1
5829	 faggot need grow	0
5830	 grow pair pussi	1
5831	 ol rachet ass bitch	1
5832	 good job text back faggot	0
5833	 rap part problem   caus bad bitch	1
5834	 well im sure im fulli retard #imustbestupid 	1
5835	 true dat nig	1
5836	 read coo	0
5837	 peopl follow follow truth still nigger outlook mind amp 	0
5838	 weak bitch listen cruel hand singer fell face last night 	1
5839	 shit joel went swore kid kid fuck snitch nigga pussi rat amp got 	1
5840	 thank ignor text fag	0
5841	 dragon retard	1
5842	 realiz trash	1
5843	 # # fucc extra shit see hoe weekend	1
5844	 got kenwood amp probabl ghetto right 	1
5845	 ghetto fool 	2
5846	 got toolbox hoe	1
5847	 gotta like n twin chug everyon	2
5848	 bad bitch dex okay	1
5849	 david block bitch	1
5850	 sound like hysteria bird flu year back lower mortal rate regular flu 	2
5851	 everi bitch claim	1
5852	 bitch give fuck say fuckin lie hairi bitch	1
5853	 goddamn bird tri say yoburg better  guy	1
5854	 alright amateur greas monkey show done wait sound racist 	1
5855	 hope fuzzi head doesnt tickl much 	2
5856	 say one disparag word charli brown xma special slash tire car 	1
5857	 wonder yo espect add mo color tv station befo renew di	2
5858	 ok guess color know da channel 	1
5859	 got da bet da msnbc wit dat color reverend listen color els miss 	0
5860	 awwww pussi ill show u good turbo lo	1
5861	 handl lol shit  hp bitch stick soo know good doubl shift aha	1
5862	 bitch meet lo	1
5863	 make nigga e r bad charger phone rip text ipod ghetto	1
5864	 lmao yeah bitch lil shit rip 	1
5865	 suck dick taco el negro better	0
5866	 yeah bitch tast good fucker	1
5867	 fuck bitch	1
5868	 snag ho 	1
5869	 kinda screw guinea pig experi tast instead got interest result 	2
5870	 slut bucket especi dan hoe 	1
5871	 nope never taken neighbor actual stuff wifi acct info trash can super easi 	2
5872	 one current yanke sell one current bosox sell one player l team sell team  yeah 	2
5873	 kid one queer 	0
5874	 thought bitch	1
5875	 bitch fall noth bet take lick 	1
5876	 hoe show uninvit one day ass come outsid tho	1
5877	 almost mad nigguh catch stack lunch close one	1
5878	 da bitch rockin da club wit boy connor	1
5879	 nigguh suck	1
5880	 pussi	1
5881	 wordtothewis stop retweet heather im tire see bitch	1
5882	 bitch go sleep	1
5883	 coon monkey like disgust minstrel show negro cri shit time disgrac everywher	0
5884	 lmao bitch truth	1
5885	 kid sold brought back cook browni	2
5886	 hire color folk work half da day throw da mail da sewer done	0
5887	 money get good weed alway best pussi sorri friend guess	1
5888	 pussi	1
5889	 bitch 	1
5890	 hv load cushion sole would feel good ur dick 	1
5891	 love bitch # # 	1
5892	 bitch dea ass sleep	1
5893	 ghetto blac	2
5894	 jordan trash	2
5895	 everytim pro team gb tourney get schmang im fanboy im say think u say trash 	2
5896	 trash snd star would scrape ur team snd pro team 	2
5897	 first second third mistak # # hear wu trash tho kinda wan give listen kinda dont	2
5898	 girl want shit grow hoe bout month	1
5899	 nip	2
5900	 bitch see attack muslim  idea math 	1
5901	 cool beaner 	2
5902	 cool beaner got home readi keep couch float away lo	2
5903	 bitch actin like celebr	1
5904	 oh wow bitch bitch #niggasuprized	1
5905	 know feel wait perfect week would yank get lee #gosox #gopats	2
5906	 quick game sox yank hope get home soo	2
5907	 sorri bout yank earl uya like ws 	2
5908	 would yanke earl know win 	2
5909	 busi rage bitch care best friend go hell punch # 	1
5910	 ghetto drive nice car pay lot rent drive lexu pay littl rent say 	2
5911	 shirt trash # leav room mess # 	2
5912	 wuw wun uv ur hoe dnt send mi pic	1
